scientific_name,synonyms,common_name,family,genus,growth_habit,duration,native_status,category,height_mature_ft,leaf_retention,flower_color,bloom_period,drought_tolerance,shade_tolerance,lifespan,usda_symbol
Chamaesyce celastroides var. nelsonii,Chamaesyce celastroides var. hanapepensis; Euphorbia rivularis; Euphorbia celastroides var. nelsonii; Euphorbia celastroides var. hanapepensis,'ekoko,Euphorbiaceae,Chamaesyce,"Shrub, Tree",Perennial,HI(N),Dicot,,,,,,,,CHCEH
Chamaesyce celastroides var. kaenana,Chamaesyce celastroides var. niuensis; Euphorbia celastroides var. kaenana; Euphorbia celastroides var. niuensis,'ekoko,Euphorbiaceae,Chamaesyce,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHCEK
Chamaesyce celastroides var. laehiensis,Euphorbia celastroides var. laehiensis,'ekoko,Euphorbiaceae,Chamaesyce,"Shrub, Tree",Perennial,HI(N),Dicot,,,,,,,,CHCEL
Chamaesyce celastroides var. lorifolia,Chamaesyce celastroides var. mauiensis; Chamaesyce celastroides var. odonatoides; Euphorbia lorifolia; Euphorbia multiformis var. lorifolia; Euphorbia celastroides var. lorifolia; Euphorbia celastroides var. mauiensis; Euphorbia celastroides var. odonatoides,'ekoko,Euphorbiaceae,Chamaesyce,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHCEL2
Chamaesyce celastroides var. stokesii,Chamaesyce celastroides var. kealiana; Chamaesyce celastroides var. moomomiana; Euphorbia celastroides var. kealiana; Euphorbia celastroides var. stokesii; Euphorbia celastroides var. moomomiana,'ekoko,Euphorbiaceae,Chamaesyce,"Shrub, Tree",Perennial,HI(N),Dicot,,,,,,,,CHCES
Chamaesyce multiformis var. kaalana,Chamaesyce multiformis var. perdita; Chamaesyce multiformis var. tomentella; Chamaesyce celastroides var. tomentella; Euphorbia oahuensis; Euphorbia multiformis var. kaalana; Euphorbia multiformis var. perdita; Euphorbia multiformis var. tomentella; Euphorbia celastroides var. tomentella,'ekoko,Euphorbiaceae,Chamaesyce,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHCET
Chamaesyce chaetocalyx,,bristlecup sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,CHCH5
Chamaesyce fendleri var. chaetocalyx,Chamaesyce chaetocalyx var. chaetocalyx; Euphorbia chaetocalyx; Euphorbia fendleri var. chaetocalyx,bristlecup sandmat,Euphorbiaceae,Chamaesyce,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,CHCHC3
Chamaesyce chamissonis,Euphorbia chamissonis,Chamisso's sandmat,Euphorbiaceae,Chamaesyce,"Forb/herb, Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,"CHCH16,EUCH14"
Chamaesyce forbesii,Chamaesyce clusiifolia; Euphorbia forbesii; Anisophyllum nodosum; Euphorbia clusiifolia,forest sandmat,Euphorbiaceae,Chamaesyce,"Vine, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHCL3
Chamaesyce cordata,Chamaesyce degeneri; Chamaesyce degeneri var. molokaiensis; Euphorbia cordata; Euphorbia degeneri; Anisophyllum cordatum; Euphorbia degeneri var. typica; Euphorbia degeneri var. molokaiensis,beach sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHDE6
Chamaesyce deltoidea,,wedge sandmat,Euphorbiaceae,Chamaesyce,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,CHDE7
Chamaesyce adhaerens,Chamaesyce deltoidea ssp. adhaerens; Chamaesyce deltoidea var. adhaerens,wedge sandmat,Euphorbiaceae,Chamaesyce,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,CHDEA2
Chamaesyce deltoidea ssp. deltoidea,Euphorbia deltoidea,wedge sandmat,Euphorbiaceae,Chamaesyce,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,CHDED
Chamaesyce serpyllum,Chamaesyce deltoidea ssp. serpyllum; Euphorbia deltoidea var. serpyllum,wedge sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,CHDES
Chamaesyce festiva,Chamaesyce deppeana; Euphorbia festiva; Euphorbia deppeana; Euphorbia pauciflora; Anisophyllum californicum,Oahu sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHDE8
Chamaesyce eleanoriae,,Na Pali sandmat,Euphorbiaceae,Chamaesyce,Shrub,Perennial,HI(N),Dicot,,,,,,,,CHEL7
Chamaesyce fendleri,Euphorbia fendleri; Euphorbia fendleri var. typica,Fendler's sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,CHFE3
Chamaesyce garberi,Chamaesyce mosieri; Chamaesyce adicioides; Chamaesyce brachypoda; Euphorbia garberi,Garber's sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Forb/herb",Annual,L48(N),Dicot,,,,,,,,CHGA3
Chamaesyce halemanui,Chamaesyce remyi var. molesta; Chamaesyce remyi var. wilkesii; Chamaesyce remyi var. leptopoda; Euphorbia halemanui; Euphorbia remyi var. molesta; Euphorbia remyi var. wilkesii; Euphorbia remyi var. leptopoda,Kauai sandmat,Euphorbiaceae,Chamaesyce,"Vine, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHHA2
Chamaesyce herbstii,Chamaesyce rockii var. grandifolia; Chamaesyce forbesii var. grandifolia; Euphorbia herbstii; Euphorbia rockii var. grandifolia,Herbst's sandmat,Euphorbiaceae,Chamaesyce,Tree,Perennial,HI(N),Dicot,,,,,,,,CHHE3
Chamaesyce kuwaleana,Euphorbia kuwaleana,kokomalei,Euphorbiaceae,Chamaesyce,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHKU
Chamaesyce buxifolia,Chamaesyce mesembrianthemifolia; Euphorbia buxifolia; Euphorbia mesembrianthemifolia,coastal beach sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Forb/herb",Perennial,L48(N)PR(N)VI(N),Dicot,,,,,,,,CHME7
Chamaesyce multiformis,,variable sandmat,Euphorbiaceae,Chamaesyce,Shrub,Perennial,HI(N),Dicot,,,,,,,,CHMU3
Chamaesyce multiformis var. microphylla,Euphorbia multiformis var. tenuior; Euphorbia multiformis var. microphylla,variable sandmat,Euphorbiaceae,Chamaesyce,Shrub,Perennial,HI(N),Dicot,,,,,,,,CHMUM
Chamaesyce hillebrandii,Chamaesyce hillebrandii var. palikeana; Chamaesyce multiformis var. multiformis; Chamaesyce arnottiana var. integrifolia; Chamaesyce hillebrandii var. waimanoana; Euphorbia multiformis; Euphorbia hillebrandii; Anisophyllum multiforme; Euphorbia multiformis var. typica; Euphorbia hillebrandii var. typica; Euphorbia hookeri var. integrifolia; Euphorbia hillebrandii var. palikeana; Euphorbia arnottiana var. integrifolia; Euphorbia hillebrandii var. waimanoana,variable sandmat,Euphorbiaceae,Chamaesyce,Shrub,Perennial,HI(N),Dicot,,,,,,,,CHMUM2
Chamaesyce olowaluana,Chamaesyce olowaluana var. gracilis; Chamaesyce olowaluana var. lepidofolia; Euphorbia olowaluana; Euphorbia olowaluana var. typica; Euphorbia lorifolia var. gracilis; Euphorbia olowaluana var. gracilis; Euphorbia olowaluana var. lepidofolia,alpine sandmat,Euphorbiaceae,Chamaesyce,"Shrub, Tree",Perennial,HI(N),Dicot,,,,,,,,CHOL3
Chamaesyce orbifolia,,Mona Island sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Forb/herb",Perennial,PR(N),Dicot,,,,,,,,CHOR6
Chamaesyce porteriana,,Porter's sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,CHPO7
Chamaesyce porteriana var. porteriana,Euphorbia porteriana,Porter's sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,CHPOP3
Chamaesyce scoparia,Chamaesyce porteriana var. scoparia; Euphorbia porteriana var. scoparia,Porter's sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,CHPOS
Chamaesyce remyi,,Remy's sandmat,Euphorbiaceae,Chamaesyce,"Vine, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHRE3
Chamaesyce remyi var. hanaleiensis,Euphorbia remyi var. hanaleiensis,Remy's sandmat,Euphorbiaceae,Chamaesyce,"Vine, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHREH
Chamaesyce remyi var. kauaiensis,Euphorbia remyi var. kauaiensis,Remy's sandmat,Euphorbiaceae,Chamaesyce,"Shrub, Vine",Perennial,HI(N),Dicot,,,,,,,,CHREK
Chamaesyce remyi var. remyi,Chamaesyce remyi var. lydgatei; Chamaesyce remyi var. waimeana; Chamaesyce remyi var. kahiliana; Chamaesyce remyi var. pteropoda; Chamaesyce remyi var. wahiawana; Chamaesyce remyi var. olokelensis; Euphorbia remyi; Euphorbia remyi var. lydgatei; Euphorbia remyi var. waimeana; Euphorbia remyi var. kahiliana; Euphorbia remyi var. pteropoda; Euphorbia remyi var. wahiawana; Euphorbia remyi var. olokelensis,Remy's sandmat,Euphorbiaceae,Chamaesyce,"Vine, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHRER
Chamaesyce rockii,Euphorbia rockii,Koolau Range sandmat,Euphorbiaceae,Chamaesyce,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHRO2
Chamaesyce skottsbergii,,coastal sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHSK
Chamaesyce skottsbergii var. audens,Chamaesyce skottsbergii var. kalaeloana; Chamaesyce skottsbergii var. skottsbergii; Euphorbia skottsbergii; Euphorbia skottsbergii var. audens; Euphorbia skottsbergii var. typica; Euphorbia skottsbergii var. kalaeloana,coastal sandmat,Euphorbiaceae,Chamaesyce,"Shrub, Subshrub",Perennial,HI(N),Dicot,,,,,,,,CHSKS
Chamaesyce multiformis var. haleakalana,Chamaesyce multiformis var. kapuleiensis; Chamaesyce skottsbergii var. vaccinioides; Euphorbia multiformis var. haleakalana; Euphorbia multiformis var. kapuleiensis,coastal sandmat,Euphorbiaceae,Chamaesyce,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHSKV
Chamaesyce sparsiflora,Chamaesyce multiformis var. sparsiflora; Euphorbia sparsiflora; Euphorbia multiformis var. sparsiflora,wahiawa bog sandmat,Euphorbiaceae,Chamaesyce,"Shrub, Subshrub",Perennial,HI(N),Dicot,,,,,,,,CHSP4
Chamerion latifolium,Chamerion subdentatum; Epilobium latifolium; Chamaenerion latifolium,dwarf fireweed,Onagraceae,Chamerion,"Forb/herb, Subshrub",Perennial,L48(N)AK(N)CAN(N)GL(N),Dicot,,,,,,,,CHLA13
Charpentiera densiflora,,Napali coast papala,Amaranthaceae,Charpentiera,Tree,Perennial,HI(N),Dicot,,,,,,,,CHDE3
Charpentiera elliptica,,ellipticleaf papala,Amaranthaceae,Charpentiera,Tree,Perennial,HI(N),Dicot,,,,,,,,CHEL
Charpentiera obovata,,broadleaf papala,Amaranthaceae,Charpentiera,Tree,Perennial,HI(N),Dicot,,,,,,,,CHOB2
Charpentiera ovata,,Koolau Range papala,Amaranthaceae,Charpentiera,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHOV2
Charpentiera ovata var. niuensis,,Koolau Range papala,Amaranthaceae,Charpentiera,"Shrub, Tree",Perennial,HI(N),Dicot,,,,,,,,CHOVN
Charpentiera ovata var. ovata,,Koolau Range papala,Amaranthaceae,Charpentiera,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHOVO
Charpentiera tomentosa,,Waianae Range papala,Amaranthaceae,Charpentiera,Tree,Perennial,HI(N),Dicot,,,,,,,,CHTO3
Charpentiera tomentosa var. maakuaensis,,Waianae Range papala,Amaranthaceae,Charpentiera,Tree,Perennial,HI(N),Dicot,,,,,,,,CHTOM
Charpentiera tomentosa var. tomentosa,,Waianae Range papala,Amaranthaceae,Charpentiera,Tree,Perennial,HI(N),Dicot,,,,,,,,CHTOT
Cheirodendron dominii,,Domin's club,Araliaceae,Cheirodendron,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHDO3
Cheirodendron fauriei,Cheirodendron fauriei var. macdanielsii,Faurie's club,Araliaceae,Cheirodendron,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHFA
Cheirodendron forbesii,Cheirodendron kauaiense var. forbesii,olapa,Araliaceae,Cheirodendron,Tree,Perennial,HI(N),Dicot,,,,,,,,CHFO4
Cheirodendron platyphyllum,,lapalapa,Araliaceae,Cheirodendron,Tree,Perennial,HI(N),Dicot,,,,,,,,CHPL
Cheirodendron kauaiense,Cheirodendron kauaiense var. keakuense; Cheirodendron platyphyllum ssp. kauaiense,lapalapa,Araliaceae,Cheirodendron,Tree,Perennial,HI(N),Dicot,,,,,,,,CHPLK
Cheirodendron platyphyllum ssp. platyphyllum,,lapalapa,Araliaceae,Cheirodendron,Tree,Perennial,HI(N),Dicot,,,,,,,,CHPLP
Cheirodendron trigynum,,olapalapa,Araliaceae,Cheirodendron,Tree,Perennial,HI(N),Dicot,,,,,,,,CHTR2
Cheirodendron helleri,Cheirodendron trigynum ssp. helleri; Cheirodendron helleri var. sodalium; Cheirodendron helleri var. microcarpum; Cheirodendron helleri var. multiflorum,olapalapa,Araliaceae,Cheirodendron,Tree,Perennial,HI(N),Dicot,,,,,,,,CHTRH3
Cheirodendron trigynum var. rockii,Cheirodendron trigynum ssp. trigynum; Cheirodendron trigynum var. degeneri; Cheirodendron trigynum var. oblongum; Cheirodendron trigynum var. fosbergii; Cheirodendron trigynum var. halawanum; Cheirodendron trigynum var. ilicoides; Cheirodendron trigynum var. mauiensis; Cheirodendron trigynum var. acuminatum; Cheirodendron trigynum var. molokaiense; Cheirodendron trigynum var. osteostigma; Cheirodendron trigynum var. subcordatum; Cheirodendron trigynum var. hillebrandii; Cheirodendron trigynum var. skottsbergii; Cheirodendron trigynum var. confertiflorum,olapalapa,Araliaceae,Cheirodendron,Tree,Perennial,HI(N),Dicot,,,,,,,,CHTRT
Chenopodium pekeloi,Chenopodium oahuense; Chenopodium oahuense var. discospermum,alaweo,Chenopodiaceae,Chenopodium,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,CHOA
Chilopsis linearis,,desert willow,Bignoniaceae,Chilopsis,"Tree, Shrub",Perennial,L48(N),Dicot,25,No,Purple,Late Spring,High,Intermediate,Short,CHLI2
Chilopsis linearis ssp. arcuata,Chilopsis linearis var. arcuata,desert willow,Bignoniaceae,Chilopsis,"Tree, Shrub",Perennial,L48(N),Dicot,,,,,,,,CHLIA
Chilopsis linearis ssp. linearis,Chilopsis linearis var. glutinosa; Chilopsis linearis var. originaria; Bignonia linearis,desert willow,Bignoniaceae,Chilopsis,"Tree, Shrub",Perennial,L48(N),Dicot,,,,,,,,CHLIL2
Chimaphila maculata,Chimaphila maculata var. dasystemma,striped prince's pine,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N)CAN(N),Dicot,,,,,,,,CHMA3
Chimaphila menziesii,,little prince's pine,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N)CAN(N),Dicot,,,,,,,,CHME
Chimaphila umbellata,,pipsissewa,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N)AK(N)CAN(N),Dicot,1.5,Yes,White,Late Spring,Medium,Tolerant,Long,CHUM
Chimaphila umbellata ssp. acuta,Chimaphila umbellata var. acuta,pipsissewa,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N),Dicot,,,,,,,,CHUMA
Chimaphila corymbosa,Chimaphila umbellata ssp. cisatlantica; Chimaphila umbellata var. cisatlantica,pipsissewa,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N),Dicot,,,,,,,,CHUMC2
Chimaphila occidentalis,Chimaphila umbellata ssp. occidentalis; Chimaphila umbellata var. occidentalis,pipsissewa,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N)AK(N),Dicot,,,,,,,,CHUMO2
Chiococca alba,Chiococca racemosa; Lonicera alba,West Indian milkberry,Rubiaceae,Chiococca,"Vine, Tree, Shrub",Perennial,L48(N)PR(N)VI(N),Dicot,,,,,,,,CHAL8
Chiococca pinetorum,Chiococca parvifolia,pineland milkberry,Rubiaceae,Chiococca,"Vine, Shrub",Perennial,L48(N)PR(N),Dicot,,,,,,,,CHPA17
Chionanthus axilliflorus,Mayepea axilliflora; Linociera axilliflora,hueso,Oleaceae,Chionanthus,"Tree, Shrub",Perennial,PR(N),Dicot,,,,,,,,CHAX2
Chionanthus compactus,Chionanthus caribaeus; Mayepea caribaea; Linociera caribaea,bridgotree,Oleaceae,Chionanthus,"Tree, Shrub",Perennial,PR(N)VI(N),Dicot,,,,,,,,CHCO12
Chionanthus domingensis,Mayepea domingensis; Linociera domingensis,white rosewood,Oleaceae,Chionanthus,"Shrub, Tree",Perennial,PR(N),Dicot,,,,,,,,CHDO4
Chionanthus holdridgei,Linociera holdridgei,hueso prieto,Oleaceae,Chionanthus,"Tree, Shrub",Perennial,PR(N),Dicot,,,,,,,,CHHO4
Chionanthus ligustrinus,Linociera ligustrina,cabra blanca,Oleaceae,Chionanthus,"Shrub, Tree",Perennial,PR(N),Dicot,,,,,,,,CHLI6
Chionanthus pygmaeus,,pygmy fringetree,Oleaceae,Chionanthus,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,CHPY2
Chionanthus sessiliflorus,,sessileflower fringetree,Oleaceae,Chionanthus,Shrub,Perennial,L48(N),,,,,,,,,CHSE18
Chionanthus virginicus,Chionanthus virginicus var. maritimus,white fringetree,Oleaceae,Chionanthus,"Tree, Shrub",Perennial,L48(N),Dicot,25,No,White,Mid Spring,Medium,Tolerant,Short,CHVI3
Chione seminervis,,puntaj jayuya,Rubiaceae,Chione,"Tree, Shrub",Perennial,PR(N),Dicot,,,,,,,,CHSE5
Chione venosa,,fatpork,Rubiaceae,Chione,Tree,Perennial,PR(N)VI(N),Dicot,,,,,,,,CHVE4
Chloracantha spinosa,Chloracantha spinosa var. spinosa; Aster spinosus; Erigeron ortegae; Leucosyris spinosa,spiny chloracantha,Asteraceae,Chloracantha,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,CHSP11
Choisya dumosa,,Mexican orange,Rutaceae,Choisya,Shrub,Perennial,L48(N),Dicot,3.0,Yes,White,Late Spring,High,Intolerant,Long,CHDU
Choisya arizonica,Choisya dumosa var. arizonica,Arizonia orange,Rutaceae,Choisya,Shrub,Perennial,L48(N),Dicot,,,,,,,,CHDUA
Choisya dumosa var. dumosa,,Mexican orange,Rutaceae,Choisya,Shrub,Perennial,L48(N),Dicot,,,,,,,,CHDUD
Choisya mollis,Choisya dumosa var. mollis,Mexican orange,Rutaceae,Choisya,Shrub,Perennial,L48(N),Dicot,,,,,,,,CHDUM
Chorisia insignis,Ceiba insignis,white silk floss tree,Bombacaceae,Chorisia,Tree,Perennial,,Dicot,,,,,,,,CHIN22
Chorisia speciosa,Ceiba speciosa,silk-floss tree,Bombacaceae,Chorisia,Tree,Perennial,PR(I),Dicot,,,,,,,,CHSP13
Chromolaena borinquensis,Osmia borinquensis; Eupatorium borinquense,limestone thoroughwort,Asteraceae,Chromolaena,Shrub,Perennial,PR(N),Dicot,,,,,,,,CHBO3
Chromolaena corymbosa,Osmia corymbosa; Eupatorium corymbosum,Caribbean thoroughwort,Asteraceae,Chromolaena,"Subshrub, Shrub",Perennial,PR(N)VI(N),Dicot,,,,,,,,CHCO9
Chromolaena frustrata,Osmia frustrata; Eupatorium frustratum,Cape Sable thoroughwort,Asteraceae,Chromolaena,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,CHFR4
Chromolaena geraniifolia,Osmia geraniifolia; Eupatorium geraniifolium,geraniumleaf thoroughwort,Asteraceae,Chromolaena,"Shrub, Subshrub",Perennial,PR(N),Dicot,,,,,,,,CHGE
Chromolaena ivifolia,Osmia ivifolia; Eupatorium ivifolium,ivyleaf thoroughwort,Asteraceae,Chromolaena,"Forb/herb, Subshrub",Perennial,L48(N)PR(N),Dicot,,,,,,,,CHIV
Chromolaena odorata,Osmia odorata; Eupatorium odoratum,Jack in the bush,Asteraceae,Chromolaena,Subshrub,Perennial,L48(N)PR(N)VI(N),Dicot,,,,,,,,CHOD
Chromolaena oteroi,Eupatorium oteroi,Mona Island thoroughwort,Asteraceae,Chromolaena,"Shrub, Subshrub",Perennial,PR(N)VI(N),Dicot,,,,,,,,CHOT
Chromolaena sinuata,Osmia sinuata; Eupatorium sinuatum,wavyleaf thoroughwort,Asteraceae,Chromolaena,"Subshrub, Shrub",Perennial,PR(N)VI(N),Dicot,,,,,,,,CHSI
Chrysactinia mexicana,,damianita,Asteraceae,Chrysactinia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,CHME3
Chrysanthemum morifolium,Chrysanthemum ×morifolium; Dendranthema morifolium; Dendranthema grandiflorum; Dendranthema ×grandiflorum,florist's daisy,Asteraceae,Chrysanthemum,"Shrub, Subshrub",Perennial,L48(I),Dicot,,,,,,,,CHMO14
Chrysanthemum arcticum,,arctic daisy,Asteraceae,Chrysanthemum,"Forb/herb, Subshrub",Perennial,"L48(I,N)AK(N)CAN(N)",Dicot,,,,,,,,CHAR13
Chrysanthemum arcticum ssp. arcticum,Arctanthemum arcticum; Dendranthema arcticum; Leucanthemum arcticum; Dendranthema arcticum ssp. arcticum,arctic daisy,Asteraceae,Chrysanthemum,"Subshrub, Forb/herb",Perennial,L48(I)AK(N)CAN(N),Dicot,,,,,,,,CHARA
Chrysanthemum arcticum ssp. polare,Chrysanthemum arcticum var. polare; Dendranthema hultenii; Arctanthemum arcticum ssp. polare; Dendranthema arcticum ssp. polare,arctic daisy,Asteraceae,Chrysanthemum,Subshrub,Perennial,L48(N)AK(N)CAN(N),Dicot,,,,,,,,CHARP3
Chrysobalanus icaco,Chrysobalanus interior; Chrysobalanus savannarum; Chrysobalanus pellocarpus; Chrysobalanus icaco var. pellocarpus,coco plum,Chrysobalanaceae,Chrysobalanus,"Tree, Subshrub, Shrub",Perennial,L48(N)PR(N)VI(N),Dicot,,,,,,,,CHIC
Chrysolepis chrysophylla,,giant chinquapin,Fagaceae,Chrysolepis,"Shrub, Tree",Perennial,L48(N),Dicot,,,,,,,,CHCH7
Chrysolepis chrysophylla var. chrysophylla,Castanopsis chrysophylla,giant chinquapin,Fagaceae,Chrysolepis,Tree,Perennial,L48(N),Dicot,100,Yes,Yellow,Mid Spring,High,Tolerant,Long,CHCHC4
Chrysolepis chrysophylla var. minor,Castanopsis chrysophylla var. minor,giant chinquapin,Fagaceae,Chrysolepis,Shrub,Perennial,L48(N),Dicot,,,,,,,,CHCHM
Chrysolepis sempervirens,Castanopsis sempervirens,bush chinquapin,Fagaceae,Chrysolepis,Shrub,Perennial,L48(N),Dicot,7.0,Yes,Green,Mid Summer,Medium,Tolerant,Moderate,CHSE11
Chrysoma solidaginoides,Chrysoma pauciflosculosa; Solidago pauciflosculosa,woody goldenrod,Asteraceae,Chrysoma,"Shrub, Subshrub",Perennial,L48(N),Dicot,,,,,,,,CHPA18
Chrysophyllum argenteum,Cynodendron argenteum,bastard redwood,Sapotaceae,Chrysophyllum,Tree,Perennial,PR(N)VI(N),Dicot,15,Yes,Yellow,,,,,CHAR6
Chrysophyllum cainito,Chrysophyllum bicolor; Chrysophyllum eggersii; Cynodendron bicolor,star apple,Sapotaceae,Chrysophyllum,Tree,Perennial,L48(I)PR(N)VI(I),Dicot,,,,,,,,CHCA10
Chrysophyllum oliviforme,Cynodendron oliviforme,satinleaf,Sapotaceae,Chrysophyllum,"Tree, Shrub",Perennial,L48(N)HI(I)PR(N),Dicot,,,,,,,,CHOL
Chrysophyllum pauciflorum,Cynodendron pauciflorum,camito de perro,Sapotaceae,Chrysophyllum,"Tree, Shrub",Perennial,PR(N)VI(N),Dicot,,,,,,,,CHPA31
Chrysothamnus albidus,Ericameria albida,whiteflower rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),Dicot,,,,,,,,CHAL9
Chrysothamnus baileyi,Chrysothamnus pulchellus ssp. baileyi; Chrysothamnus pulchellus var. baileyi; Ericameria pulchella ssp. baileyi,Bailey's rabbitbrush,Asteraceae,Chrysothamnus,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,CHBA11
Chrysothamnus depressus,Ericameria depressa,longflower rabbitbrush,Asteraceae,Chrysothamnus,Subshrub,Perennial,L48(N),Dicot,,,,,,,,CHDE2
Chrysothamnus eremobius,Ericameria eremobia,pintwater rabbitbrush,Asteraceae,Chrysothamnus,Subshrub,Perennial,L48(N),Dicot,,,,,,,,CHER3
Chrysothamnus gramineus,Ericameria graminea; Petradoria discoidea,Panamint rock goldenrod,Asteraceae,Chrysothamnus,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,CHGR13
Chrysothamnus greenei,Chrysothamnus greenei var. filifolius; Chrysothamnus greenei ssp. filifolius; Ericameria filifolia,Greene's rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),Dicot,,,,,,,,CHGR6
Chrysothamnus humilis,Chrysothamnus viscidiflorus var. humilis; Chrysothamnus viscidiflorus ssp. humilis; Ericameria humilis,Truckee rabbitbrush,Asteraceae,Chrysothamnus,Subshrub,Perennial,L48(N),Dicot,,,,,,,,CHHU2
Chrysothamnus linifolius,Chrysothamnus viscidiflorus var. linifolius; Chrysothamnus viscidiflorus ssp. linifolius; Ericameria linifolia; Lorandersonia linifolia,spearleaf rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),Dicot,,,,,,,,CHLI3
Chrysothamnus molestus,Chrysothamnus viscidiflorus var. molestus; Ericameria molesta,Arizona rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),Dicot,,,,,,,,CHMO2
Chrysothamnus pulchellus,Chrysothamnus pulchellus ssp. elatior; Ericameria pulchella; Ericameria pulchella var. elatior,southwestern rabbitbrush,Asteraceae,Chrysothamnus,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,CHPU4
Chrysothamnus spathulatus,Chrysothamnus viscidiflorus var. ludens; Ericameria spathulata,Guadalupe rabbitbrush,Asteraceae,Chrysothamnus,"Shrub, Subshrub",Perennial,L48(N),Dicot,,,,,,,,CHSP3
Chrysothamnus vaseyi,Bigelovia vaseyi; Ericameria vaseyi,Vasey's rabbitbrush,Asteraceae,Chrysothamnus,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,CHVA2
Chrysothamnus viscidiflorus,,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N)CAN(N),Dicot,3.0,No,Yellow,Spring,High,Intolerant,Short,CHVI8
Chrysothamnus axillaris,Chrysothamnus viscidiflorus ssp. axillaris; Ericameria viscidiflora ssp. axillaris,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),Dicot,,,,,,,,CHVIA4
Chrysothamnus viscidiflorus var. elegans,Chrysothamnus viscidiflorus ssp. elegans; Chrysothamnus viscidiflorus ssp. lanceolatus; Chrysothamnus viscidiflorus var. lanceolatus; Ericameria viscidiflora ssp. lanceolata,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N)CAN(N),Dicot,,,,,,,,CHVIL4
