scientific_name,common_name,synonyms,family,genus,growth_habit,height_mature_ft,catalog_source
Acer platanoides 'Superform',Cultivar of Norway Maple,|Acer platanoides 'Miller'|Acer platanoides 'Miller's Superform'|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer platanoides 'Undulatum',Cultivar of Norway Maple,,Sapindaceae,Acer,Tree,40.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer platanoides 'Walderseei',Cultivar of Norway Maple,,Sapindaceae,Acer,Tree,16.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudoplatanus,Sycamore Maple,|Acer pseudo-platanus|,Sapindaceae,Acer,Tree,3.6,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudoplatanus 'Erectum',Cultivar of Sycamore Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudoplatanus 'Leopoldii',Cultivar of Sycamore Maple,|Acer pseudo-platanus forma leopoldii|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudoplatanus 'Lutescens',,,Sapindaceae,Acer,,4.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudoplatanus 'Nizetii',Nizet Sycamore Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudoplatanus 'Prinz Handjery',Cultivar of Sycamore Maple,,Sapindaceae,Acer,Shrub,78.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudoplatanus 'Pyramidale',Cultivar of Sycamore Maple,,Sapindaceae,Acer,Tree,8.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudoplatanus forma erythrocarpum,,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudoplatanus forma purpureum,,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudosieboldianum,Korean Maple,|Acer okamotoi|,Sapindaceae,Acer,Intermediate (shrub/tree),6.2,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudosieboldianum ssp. takesimense,Takeshima Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer pseudosieboldianum var. koreanum,,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer pubinerve,,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer pubipalmatum,,,Sapindaceae,Acer,Tree,14.1,Arnold Arboretum living collection (Arboretum Explorer)
Acer pycnanthum,Hana kaede,,Sapindaceae,Acer,Tree,4.6,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum,Red Maple,,Sapindaceae,Acer,Tree,6.9,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum 'Armstrong',Cultivar of Red Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum 'Columnare',Cultivar of Red Maple,|Acer rubrum forma columnare|,Sapindaceae,Acer,Tree,35.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum 'Franksred',Cultivar of Red Maple,|Acer rubrum 'Red Sunset'|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum 'Gerling',Cultivar of Red Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum 'October Glory',Cultivar of Red Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum 'Scanlon',Cultivar of Red Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum 'Schlesingeri',Cultivar of Red Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum 'Tilford',Cultivar of Red Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum 'Walters',Cultivar of Red Maple,,Sapindaceae,Acer,Tree,35.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer rubrum var. trilobum,Variety of Red Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer rufinerve,Redvein Maple,,Sapindaceae,Acer,Tree,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Acer rufinerve 'Silver Splash',,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer rufinerve 'Winter Gold',Cultivar of Redvein Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharinum,Silver Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharinum 'Beebe Cutleaf Weeping',Cultivar of Silver Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharinum 'Blair',Cultivar of Silver Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharinum 'Golden',Cultivar of Silver Maple,,Sapindaceae,Acer,Tree,35.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharinum 'Heterophyllum',Cultivar of Silver Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharinum 'Laciniatum',Cultivar of Silver Maple,|Acer saccharinum forma laciniatum|,Sapindaceae,Acer,,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharinum 'Lutescens',Cultivar of Silver Maple,|Acer saccharinum forma lutescens|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharinum 'Pyramidale',,|Acer saccharinum forma pyramidale|,Sapindaceae,Acer,Tree,67.8,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum,Sugar Maple,|Acer saccharophorum|Aster saccharum|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum 'Globosum',Cultivar of Sugar Maple,,Sapindaceae,Acer,Tree,48.3,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum 'Newton Sentry',Cultivar of Sugar Maple,,Sapindaceae,Acer,Tree,6.9,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum 'Pyramidal',Cultivar of Sugar Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum 'Sweet Shadow',Cultivar of Sugar Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum 'Temple's Upright',Cultivar of Sugar Maple,,Sapindaceae,Acer,Tree,59.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum ssp. floridanum,Southern Sugar Maple,|Acer barbatum|,Sapindaceae,Acer,Tree,4.3,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum ssp. leucoderme,Chalk Maple,|Acer leucoderme|,Sapindaceae,Acer,Intermediate (shrub/tree),5.2,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum ssp. nigrum,Black Maple,|Acer nigrum|,Sapindaceae,Acer,Tree,7.2,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum ssp. nigrum 'Slavin's Upright',Cultivar of Sugar Maple,|Acer nigrum 'Slavin's Upright'|,Sapindaceae,Acer,,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum ssp. saccharum,Sugar Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer saccharum var. rugelii,Rugel Sugar Maple,,Sapindaceae,Acer,Tree,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Acer shenkanense,,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer shirasawanum 'Jordan',Cultivar of Shirasawa's Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer shirasawanum 'Palmatifolium',Cultivar of Shirasawa's Maple,|Acer shirasawanum var. palmatifolium|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer shirasawanum var. tenuifolium,,|Acer tenuifolium|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer sieboldianum,Siebold Maple,,Sapindaceae,Acer,Tree,15.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer sp.,Maple,,Sapindaceae,Acer,Intermediate (shrub/tree),15.0,Arnold Arboretum living collection (Arboretum Explorer)
Acer spicatum,Mountain Maple,,Sapindaceae,Acer,Intermediate (shrub/tree),7.9,Arnold Arboretum living collection (Arboretum Explorer)
Acer stachyophyllum,,|Acer tetramerum|,Sapindaceae,Acer,Tree,7.8,Arnold Arboretum living collection (Arboretum Explorer)
Acer stachyophyllum ssp. betulifolium,,|Acer tetramerum var. betulifolium|,Sapindaceae,Acer,Tree,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Acer tataricum ssp. aidzuense,,|Acer ginnala var. aidzuense|Acer aizuense|Acer ginnala var. yezoense|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer tataricum ssp. ginnala,,|Acer ginnala|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer tataricum ssp. semenovii,,|Acer semenovii|Acer ginnala var. semenovii|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer tataricum ssp. tataricum,Tatarian Maple,|Acer tataricum|Acer cordifolium|Acer tartarinum|,Sapindaceae,Acer,Tree,7.2,Arnold Arboretum living collection (Arboretum Explorer)
Acer tegmentosum,Manchu Striped Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer triflorum,Three-flowered Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer truncatum,Purpleblow Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer tschonoskii ssp. tschonoskii,Tschonosk Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer tsinglingense,,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer turkestanicum,,|Acer lobelii|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer velutinum,Velvet Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer x dieckii,Dieck Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer x freemanii,Freeman Maple,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer x hillieri,,,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer x zoeschense,,|Acer neglectum|,Sapindaceae,Acer,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Acer yui,,,Sapindaceae,Acer,Tree,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Achillea millefolium,Common Yarrow,,Asteraceae,Achillea,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Aconitum barbatum var. puberulum,,,Ranunculaceae,Aconitum,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Aconitum sinomontanum,Chinese Monkshood,,Ranunculaceae,Aconitum,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Actaea racemosa,Black Bugbane,,Ranunculaceae,Actaea,Herbaceous,5.6,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia arguta,Bower Actinidia,|Actinidia purpurea|,Actinidiaceae,Actinidia,Vine,3.0,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia callosa var. henryi,,,Actinidiaceae,Actinidia,Shrub,1.6,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia chinensis,Chinese Gooseberry,,Actinidiaceae,Actinidia,Vine,18.0,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia chinensis 'Bruno' x arguta,Cultivar of Actinidia,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia coriacea,,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia kolomikta,Kolomikta Kiwi,,Actinidiaceae,Actinidia,Vine,2.0,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia kolomikta 'Aromatnaya',,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia kolomikta 'Krupnoplodnaya',Cultivar of Kolomikta Kiwi,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia kolomikta 'Matovaya',,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia kolomikta 'Nahodka',,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia kolomikta 'Pautske',,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia kolomikta 'Pavlovskaya',Cultivar of Actinidia,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia kolomikta 'Sentyabrskaya',,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia kolomikta 'Urozhaynaya',,,Actinidiaceae,Actinidia,Vine,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia macrosperma,,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia melanandra,,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia polygama,Silvervine,|Actinidia repanda|,Actinidiaceae,Actinidia,Vine,3.0,Arnold Arboretum living collection (Arboretum Explorer)
Actinidia x fairchildii,,,Actinidiaceae,Actinidia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Adiantum pedatum,Maidenhair Fern,,Polypodiaceae,Adiantum,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Adiantum venustum,,,Polypodiaceae,Adiantum,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Adonis amurensis,Amur Adonis,,Ranunculaceae,Adonis,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus chinensis,,,Sapindaceae,Aesculus,Tree,7.5,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus chinensis var. chinensis,Chinese Horsechestnut,,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus flava,Yellow Buckeye,|Aesculus octandra|Aesculus octandra forma vestita|Aesculus octandra forma virginica|,Sapindaceae,Aesculus,Tree,20.5,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus glabra,Ohio Buckeye,,Sapindaceae,Aesculus,Tree,1.4,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus glabra var. arguta,Texas Buckeye,|Aesculus arguta|,Sapindaceae,Aesculus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus glabra var. glabra,Ohio Buckeye,|Aesculus glabra forma pallida|,Sapindaceae,Aesculus,Tree,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus glabra var. nana,,,Sapindaceae,Aesculus,Tree,1.6,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus glabra x (flava x pavia),,,Sapindaceae,Aesculus,,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus hippocastanum,Horsechestnut,,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus hippocastanum 'Baumanii',Cultivar of Horsechestnut,,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus hippocastanum 'Laciniata',,,Sapindaceae,Aesculus,,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus hippocastanum 'Umbraculifera',,,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus hippocastanum 'Wisselink',,,Sapindaceae,Aesculus,,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus parviflora,Bottlebrush Buckeye,,Sapindaceae,Aesculus,Shrub,14.1,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus parviflora forma serotina,Late Bottlebrush Buckeye,,Sapindaceae,Aesculus,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus pavia,Red Buckeye,,Sapindaceae,Aesculus,Intermediate (shrub/tree),13.0,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus pavia var. flavescens,Texas Yellow Buckeye,,Sapindaceae,Aesculus,Shrub,1.9,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus sp.,,,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus sylvatica,Painted Buckeye,|Aesculus silvatica|Aesculus neglecta|Aesculus neglecta var. georgiana|,Sapindaceae,Aesculus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus turbinata,Japanese Horsechestnut,,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus x bushii,Bush's Chestnut,|Aesculus x mississippiensis|,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus x carnea,Red Horsechestnut,|Aesculus rubicunda|,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus x carnea 'Briotii',Cultivar of Red Horsechestnut,|Aesculus carnea var. briotii|,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus x dupontii,Hybrid Buckeye,,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus x hybrida,Hybrid Buckeye,|Aesculus x lyonii|Aesculus x versicolor|Aesculus flava x pavia|Aesculus x arnoldiana|,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus x mutabilis,Hybrid Horsechestnut,|Aesculus pavia x sylvatica|Aesculus sylvatica x pavia|,Sapindaceae,Aesculus,Tree,4.6,Arnold Arboretum living collection (Arboretum Explorer)
Aesculus x plantierensis,Damask Horsechestnut,|Aesculus x carnea forma plantierensis|,Sapindaceae,Aesculus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Agalinis decemloba,Ten-lobed False Foxglove,|Agalinis acuta|,Orobanchaceae,Agalinis,,,Arnold Arboretum living collection (Arboretum Explorer)
Ageratina altissima var. altissima,Common White Snakeroot,|Eupatorium urticifolium|,Asteraceae,Ageratina,Herbaceous,1.0,Arnold Arboretum living collection (Arboretum Explorer)
Ailanthus altissima,Tree-of-Heaven,,Simaroubaceae,Ailanthus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Ailanthus altissima forma erythrocarpa,Red-fruited Tree of Heaven,,Simaroubaceae,Ailanthus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Ailanthus altissima var. sutchuenensis,Sichuan Tree of Heaven,|Ailanthus sutchuenensis|,Simaroubaceae,Ailanthus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Ailanthus giraldii,Girald Ailanthus,|Ailanthus giraldii var. duclouxii|,Simaroubaceae,Ailanthus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Ailanthus vilmoriniana,Vilmorin Ailanthus,,Simaroubaceae,Ailanthus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Akebia quinata,Five-leaf Akebia,,Lardizabalaceae,Akebia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Akebia quinata 'Rosea',Cultivar of Five-leaf Akebia,,Lardizabalaceae,Akebia,Vine,3.3,Arnold Arboretum living collection (Arboretum Explorer)
Akebia trifoliata,Threeleaf Akebia,,Lardizabalaceae,Akebia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Akebia x pentaphylla,,,Lardizabalaceae,Akebia,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Albizia julibrissin,Silk Tree,,Fabaceae,Albizia,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
