scientific_name,family,genus,growth_habit,conservation_status,catalog_source
Ficalhoa laurifolia,Sladeniaceae,Ficalhoa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus abelii,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus abutilifolia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus adelpha,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus adenosperma,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus albipila,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus altissima,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus amadiensis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus americana,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus ampelos,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus amplissima,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus androchaete,Moraceae,Ficus,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus annulata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus apiocarpa,Moraceae,Ficus,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus arfakensis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus arnottiana,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus aspera,Moraceae,Ficus,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus asperifolia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus aurata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus aurea,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus auricoma,Moraceae,Ficus,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus auriculata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus baccaureoides,Moraceae,Ficus,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus barclayana,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus benghalensis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus benjamina,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus bernaysii,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus boninsimae,Moraceae,Ficus,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus botryocarpa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus brachyclada,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus bracteata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus bruneiensis,Moraceae,Ficus,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus caballina,Moraceae,Ficus,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus callophylla,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus callosa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus calopilina,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus calyptrata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus capreifolia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus carica,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus casapiensis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus caulocarpa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus chapaensis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus chartacea,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus chrysolepis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus citrifolia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus comitis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus congesta,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus conocephalifolia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus conraui,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus consociata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus copiosa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus cordata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus coronulata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus costaricana,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus cotinifolia hondurensis,Moraceae,Ficus,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus crassinervia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus crassiramea,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus craterostoma,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus cumingii,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus curtipes,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus cyathistipula,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus dammaropsis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus deltoidea,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus diamantiphylla,Moraceae,Ficus,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus dicranostyla,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus donnell-smithii,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus drupacea,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus dryepondtiana,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus edelfeltii,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus elastica,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus elasticoides,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus elmeri,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus endochaete,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus endospermifolia,Moraceae,Ficus,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus erecta,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus erythrosperma,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus eumorpha,Moraceae,Ficus,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus eustephana,Moraceae,Ficus,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus exasperata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus eximia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus filicauda,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus fistulosa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus forstenii,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus fulva,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus funiculosa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus geniculata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus glaberrima,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus glandulifera,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus glareosa,Moraceae,Ficus,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus glumosa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus grossularioides,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus gul,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus habrophylla,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus hadroneura,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus hesperidiiformis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus heteromorpha,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus hispida,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus ihuensis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus ilicina,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus inaequipetiolata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus ingens,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus insipida,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus iodotricha,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus ischnopoda,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus itoana,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus johannis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus kamerunensis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus kofmaniae,Moraceae,Ficus,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus lamponga,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus langkokensis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus lateriflora,Moraceae,Ficus,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus lepicarpa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus lingua,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus litseifolia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus lowii,Moraceae,Ficus,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus luschnathiana,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus lutea,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus lyrata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus macbridei,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus macilenta,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus macrophylla,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus macropodocarpa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus macrorrhyncha,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus masonii,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus maxima,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus megalophylla,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus melinocarpa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus microcarpa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus microdictya,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus minahassae,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus mollior,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus mollis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus montana,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus mucuso,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus natalensis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus nervosa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus nota,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus nymphaeifolia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus obliqua,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus obpyramidata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus obscura,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus obtusifolia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus odorata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus oleifolia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus opposita,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pachyneura,Moraceae,Ficus,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pachyrrhachis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pachysycia,Moraceae,Ficus,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus padana,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus palmata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus paraensis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus parietalis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pedunculosa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pertusa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus petiolaris,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus phaeosyce,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pisocarpa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus platyphylla,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus politoria,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus polyantha,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus populifolia,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus prasinicarpa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus primaria,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pritchardii,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus prolixa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pseudojaca,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pseudopalma,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pungens,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pustulata,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus pyriformis,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus racemosa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus reflexa,Moraceae,Ficus,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus religiosa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus retusa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus ribes,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus robusta,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus rubiginosa,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ficus rubra,Moraceae,Ficus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
