scientific_name,common_name,family,genus,usda_hardiness_zone,rhs_hardiness_rating,height_mature_ft,native_status,habitat,taxonomic_note,conservation_status,tso_url,catalog_source
Agapetes 'Ludgvan Cross',,Ericaceae,Agapetes,,,,,,,,https://www.treesandshrubsonline.org/articles/agapetes/agapetes-ludgvan-cross/,Trees and Shrubs Online (IDS)
Agapetes incurvata,,Ericaceae,Agapetes,,,,"Bangladesh, Bhutan, India, Nepal",,,,https://www.treesandshrubsonline.org/articles/agapetes/agapetes-incurvata/,Trees and Shrubs Online (IDS)
Agapetes serpens,,Ericaceae,Agapetes,,,,"Bhutan, China, India, Nepal",,,Not evaluated (NE),https://www.treesandshrubsonline.org/articles/agapetes/agapetes-serpens/,Trees and Shrubs Online (IDS)
Agarista populifolia,,Ericaceae,Agarista,5-9,,4,United States,,,,https://www.treesandshrubsonline.org/articles/agarista/agarista-populifolia/,Trees and Shrubs Online (IDS)
Agathis australis,Kauri,Araucariaceae,Agathis,9-11,H2,75.5,New Zealand,Warm temperate lowland forest with subtropical affinities. It grows primarily in mountains at 150–400 m elevation but is generally found at 0–600 m.,"The species was first described as Dammara australis in 1824 by Don in Lambert’s A Description of the Genus Pinus . Though Salisbury had already described Agathis in 1807 , Don preferred to retain the pre-Linnaean name for the genus proposed by Rumphius in 1741 . In 1829 , Lindley, in Loudon’s An Encyclopedia of Plants , published the combination Agathis australis . The epithet derives from the La",Not evaluated (NE),https://www.treesandshrubsonline.org/articles/agathis/agathis-australis/,Trees and Shrubs Online (IDS)
Agathis robusta,Queensland Kauri,Araucariaceae,Agathis,8b,H4,164.0,"Australia, Papua New Guinea","Emergent tree in lowland subtropical (southern range) and tropical (northern range) evergreen or semi-evergreen rainforest, extending into montane forest. Elevation range: 0–900 m. Grows on soils that vary from the deep sands of dunes on K'gari (formerly Fraser Island, off the coast of southern Queensland) to shallow or deep well-drained soils on basalt, metamorphic or granitic rocks; develops bes",,Least concern (LC),https://www.treesandshrubsonline.org/articles/agathis/agathis-robusta/,Trees and Shrubs Online (IDS)
Agathosma capensis,,Rutaceae,Agathosma,,,,South Africa,,,,https://www.treesandshrubsonline.org/articles/agathosma/agathosma-capensis/,Trees and Shrubs Online (IDS)
Agave americana,,Asparagaceae,Agave,,,,"native of Mexico, but, if so, it is rare there and reports about its importance in that country refer to other species; introduced to Europe in 1561 and to Britain before 1800.",,,,https://www.treesandshrubsonline.org/articles/agave/agave-americana/,Trees and Shrubs Online (IDS)
Agave parryi,,Asparagaceae,Agave,,,12,"Native of the W. United States from N. Arizona to S.E. New Mexico; also found in Chihuahua, Mexico; first collected in 1846, but introduced to cultivation in 1868 by C. C. Parry, who gathered seeds which were distributed under the present name.",,,,https://www.treesandshrubsonline.org/articles/agave/agave-parryi/,Trees and Shrubs Online (IDS)
Ageratina ligustrina,,Asteraceae,Ageratina,,,,Native of E. Mexico from Tamaulipas to Chiapas; and of Guatemala and Costa Rica.,,,,https://www.treesandshrubsonline.org/articles/ageratina/ageratina-ligustrina/,Trees and Shrubs Online (IDS)
Ailanthus altissima,Tree of Heaven,Simaroubaceae,Ailanthus,5a,H6,98.4,"China, Vietnam, Taiwan","Mountain forests and open woodlands in its native habitat. As an invasive it now occurs in many habitats around the world, especially in urban and peri-urban places.","The made-up word Ailanthus is generally understood to be a latinate feminine noun with which the adjective altissima must agree, although in classical Latin female nouns ending in - us are greatly outnumbered by masculine and neuter nouns. A minority of authors, such as Peng & Wayt Thomas 2008 , have treated Ailanthus as a masculine noun, so that the specific name becomes altissimus .",Not evaluated (NE),https://www.treesandshrubsonline.org/articles/ailanthus/ailanthus-altissima/,Trees and Shrubs Online (IDS)
Akebia quinata,,Lardizabalaceae,Akebia,,,40,hybrid between the two species of Akebia and intermediate between them.,,,,https://www.treesandshrubsonline.org/articles/akebia/akebia-quinata/,Trees and Shrubs Online (IDS)
Akebia trifoliata,,Lardizabalaceae,Akebia,,,,"native of China and Japan. It has proved to be perfectly hardy and a luxuriant grower, but flowering as it does early in April, its blossoms are often destroyed by frost, and its remarkable and highly coloured fruits in consequence not often seen out-of-doors; but see the remarks",,,,https://www.treesandshrubsonline.org/articles/akebia/akebia-trifoliata/,Trees and Shrubs Online (IDS)
Alangium platanifolium,,Cornaceae,Alangium,,,,"Native of Japan, whence it was introduced by Maries for Messrs Veitch about 1879.",,,,https://www.treesandshrubsonline.org/articles/alangium/alangium-platanifolium/,Trees and Shrubs Online (IDS)
Albizia julibrissin,Pink Siris,Fabaceae,Albizia,,,40,"Native of the Near East, whence it was introduced in 1745; also common, cultivated or wild, in China and many other countries.",,,,https://www.treesandshrubsonline.org/articles/albizia/albizia-julibrissin/,Trees and Shrubs Online (IDS)
Albizia kalkora,Kalkora Mimosa,Fabaceae,Albizia,"7a/8b. Conservation status Not evaluated. Cross-reference K129. Illustration NT129. Taxonomic note Chakrabarty & Gangopadhyay (1996) place A. kalkora in synonymy with A. garrettii I.C. Nielsen, but list Mimosa kalkora as a synonym of",,,"CHINA: Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Shandong, Shanxi, Sichuan, Zhejiang; INDIA; JAPAN: southern Kyushu; MYANMAR; NORTH KOREA; SOUTH KOREA; TAIWAN; VIETNAM. Habitat Thickets and sparse forest between 500 and 2000 m asl. USDA Hardiness Zone 7a/8b. Conservation status Not evaluated. Cross-reference K129. Illustration NT129.","Thickets and sparse forest between 500 and 2000 m asl. USDA Hardiness Zone 7a/8b. Conservation status Not evaluated. Cross-reference K129. Illustration NT129. Taxonomic note Chakrabarty & Gangopadhyay (1996) place A. kalkora in synonymy with A. garrettii I.C. Nielsen, but list Mimosa kalkora as a synonym of","Chakrabarty & Gangopadhyay (1996) place A. kalkora in synonymy with A. garrettii I.C. Nielsen, but list Mimosa kalkora as a synonym of","Not evaluated. Cross-reference K129. Illustration NT129. Taxonomic note Chakrabarty & Gangopadhyay (1996) place A. kalkora in synonymy with A. garrettii I.C. Nielsen, but list Mimosa kalkora as a synonym of",https://www.treesandshrubsonline.org/articles/albizia/albizia-kalkora/,Trees and Shrubs Online (IDS)
Alectryon excelsus,New Zealand Oak,Sapindaceae,Alectryon,9,,65.6,New Zealand,Lowland forest between 0 and 600 m asl.,,Not evaluated (NE),https://www.treesandshrubsonline.org/articles/alectryon/alectryon-excelsus/,Trees and Shrubs Online (IDS)
Alloberberis haematocarpa,,Berberidaceae,Alloberberis,,,12,"Native of western N. America in the States of New Mexico, Colorado, W. Texas, and California; introduced to Kew in 1916.",,,,https://www.treesandshrubsonline.org/articles/alloberberis/alloberberis-haematocarpa/,Trees and Shrubs Online (IDS)
Alloberberis nevinii,,Berberidaceae,Alloberberis,,,,"Introduced to this country in 1928, it was first flowered by Mr T. Hay in Hyde Park in March 1931.",,,,https://www.treesandshrubsonline.org/articles/alloberberis/alloberberis-nevinii/,Trees and Shrubs Online (IDS)
Alloberberis swaseyi,Texas Barberry,Berberidaceae,Alloberberis,,,,,,,,https://www.treesandshrubsonline.org/articles/alloberberis/alloberberis-swaseyi/,Trees and Shrubs Online (IDS)
Alloberberis trifoliolata,Agarito,Berberidaceae,Alloberberis,,,,"introduced to Britain in 1839 by Hartweg, who collected the seeds in Mexico on the road from Zacatecas to San Luis Potosi.",,,,https://www.treesandshrubsonline.org/articles/alloberberis/alloberberis-trifoliolata/,Trees and Shrubs Online (IDS)
Allocasuarina duncanii,,Casuarinaceae,Allocasuarina,"9. Conservation status Not evaluated (IUCN), but this species has a restricted distribution and might be threatened if the protected status of its only habitat was changed. Illustration Johnson & Morris 1994; NT131. Taxonomic note This species is very similar to A. monilifera (L.A.S. Johnson) L.A.S. Johnson, though the staminate inflorescences are shorter.",,26.2,"AUSTRALIA: Tasmania, Snug Plains (only known from one location). Habitat Dry, sclerophyllous Eucalyptus forest at c .600 m asl. USDA Hardiness Zone 9. Conservation status Not evaluated (IUCN), but this species has a restricted distribution and might be threatened if the protected status of its only habitat was changed. Illustration Johnson & Morris 1994; NT131. Taxonomic note This species is very ","Dry, sclerophyllous Eucalyptus forest at c .600 m asl. USDA Hardiness Zone 9. Conservation status Not evaluated (IUCN), but this species has a restricted distribution and might be threatened if the protected status of its only habitat was changed. Illustration Johnson & Morris 1994; NT131. Taxonomic note This species is very similar to A. monilifera (L.A.S. Johnson) L.A.S. Johnson, though the stam","This species is very similar to A. monilifera (L.A.S. Johnson) L.A.S. Johnson, though the staminate inflorescences are shorter.","Not evaluated (IUCN), but this species has a restricted distribution and might be threatened if the protected status of its only habitat was changed. Illustration Johnson & Morris 1994; NT131. Taxonomic note This species is very similar to A. monilifera (L.A.S. Johnson) L.A.S. Johnson, though the staminate inflorescences are shorter.",https://www.treesandshrubsonline.org/articles/allocasuarina/allocasuarina-duncanii/,Trees and Shrubs Online (IDS)
Alniaria alnifolia,,Rosaceae,Alniaria,,,50,"Native of Japan, Korea, and of northern and central China, as far south as Anhwei, Shantung and Kiangsi; put into commerce by the German nurseryman Späth in 1892, but perhaps cultivated earlier.",,,,https://www.treesandshrubsonline.org/articles/alniaria/alniaria-alnifolia/,Trees and Shrubs Online (IDS)
Alniaria folgneri,,Rosaceae,Alniaria,,,,Native of Central and S.W. China; introduced by Wilson for Messrs Veitch about 1901.,,,,https://www.treesandshrubsonline.org/articles/alniaria/alniaria-folgneri/,Trees and Shrubs Online (IDS)
Alniaria yuana,,Rosaceae,Alniaria,"5–6. Conservation status Not evaluated (IUCN), but considered to be rare by Flora of China . Illustration Wharton et al. 2005; NT822.",,49.2,"CHINA: Hubei, Shaanxi, Sichuan. Habitat Forest margins, steep slopes, between 2000 and 2400 m asl. USDA Hardiness Zone 5–6. Conservation status Not evaluated (IUCN), but considered to be rare by Flora of China . Illustration Wharton et al. 2005; NT822.","Forest margins, steep slopes, between 2000 and 2400 m asl. USDA Hardiness Zone 5–6. Conservation status Not evaluated (IUCN), but considered to be rare by Flora of China . Illustration Wharton et al. 2005; NT822.",,"Not evaluated (IUCN), but considered to be rare by Flora of China . Illustration Wharton et al. 2005; NT822.",https://www.treesandshrubsonline.org/articles/alniaria/alniaria-yuana/,Trees and Shrubs Online (IDS)
Alniphyllum eberhardtii,Yunnan Alder-leaf,Styracaceae,Alniphyllum,8a,H3,98.4,"China, Vietnam",Lowland secondary forest and forest margins.,,Least concern (LC),https://www.treesandshrubsonline.org/articles/alniphyllum/alniphyllum-eberhardtii/,Trees and Shrubs Online (IDS)
Alniphyllum fortunei,Fortune's Alder-leaf,Styracaceae,Alniphyllum,8-9,H4,65.6,"Myanmar, China, India, Laos, Vietnam",Mixed forest between 200 and 2200 m asl.,,Not evaluated (NE),https://www.treesandshrubsonline.org/articles/alniphyllum/alniphyllum-fortunei/,Trees and Shrubs Online (IDS)
Alnus 'Sipkes',,Betulaceae,Alnus,,,65.6,"introduced to cultivation by C. Sipkes in 1968, but it remains rare ( Jablonski 2020 ).",,,,https://www.treesandshrubsonline.org/articles/alnus/alnus-sipkes/,Trees and Shrubs Online (IDS)
Alnus acuminata,Evergreen Alder,Betulaceae,Alnus,8-9,H4,82.0,"Argentina, Bolivia, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Panama, Peru, Venezuela","Wet forests and stream sides at high altitude ( 1500–2800 m asl), as pure stands or in mixed forests with Pinus , Quercus or Abies in Mexico and Mesoamerica. A colonising species of open ground, ditches and other wet places. Outside its native range it can be a troublesome invasive species.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-acuminata/,Trees and Shrubs Online (IDS)
Alnus alnobetula,Green Alder,Betulaceae,Alnus,4-8,H6,39.4,"Austria, Belarus, Bosnia and Herzegovina, Bulgaria, Canada, China, Croatia, Czechia, France, Germany, Hungary, Italy, Japan, North Macedonia, Mongolia, Montenegro, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Switzerland, Ukraine, United States, Greenland","Diverse habitats including streamsides, rocky outcrops, open coniferous woods, and bogs, from coastal to high latitude subalpine zones to 2500 m asl. It is tolerant of a wide range of soils including wet, sandy, rocky, and otherwise poor soils. It is a major colonising species associated with avalanche chutes in mountains across its range.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-alnobetula/,Trees and Shrubs Online (IDS)
Alnus cordata,Italian Alder,Betulaceae,Alnus,5-7,H6,65.6,"France, Italy","Mediterranean sub-mountain and mountain belt on a range of soils including poor or degraded soils, often away from water and usually on calcareous substrate. A sun-loving to somewhat shade tolerant species given adequate rainfall. A colonising species, often found with Quercus cerris and Fagus sylvatica .",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-cordata/,Trees and Shrubs Online (IDS)
Alnus cremastogyne,,Betulaceae,Alnus,,H4,98.4,China,In forests on mountain slopes or along stream sides at 500–3000 m asl. It tolerates poor soils but is both heat and light demanding.,,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-cremastogyne/,Trees and Shrubs Online (IDS)
Alnus djavanshirii,,Betulaceae,Alnus,,,,Iran,"Mixed, open Carpinus betulus woodland on wet soils with rich humus layer, with Acer cappadocicum, A. velutinum, Zelkova carpinifolia, Crataegus spp. and Parrotia persica , at around 1000 m asl.",,Not evaluated (NE),https://www.treesandshrubsonline.org/articles/alnus/alnus-djavanshirii/,Trees and Shrubs Online (IDS)
Alnus dolichocarpa,,Betulaceae,Alnus,,,82.0,Iran,Wet soils in Hyrcanian Forests with good drainage often alongside Alnus subcordata and Fagus orientalis.,,Critically endangered (CR),https://www.treesandshrubsonline.org/articles/alnus/alnus-dolichocarpa/,Trees and Shrubs Online (IDS)
Alnus fauriei,Miyama-kawara-han-no-ki,Betulaceae,Alnus,5-6,H7,23.0,Japan,"Mountains in open woodland and grassland on soils with permanent moisture, 200–1000 m asl.",,Data deficient (DD),https://www.treesandshrubsonline.org/articles/alnus/alnus-fauriei/,Trees and Shrubs Online (IDS)
Alnus ferdinandi-coburgii,,Betulaceae,Alnus,6,H6,65.6,China,"Forests on mountain slopes, streamsides. 1500–3000 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-ferdinandi-coburgii/,Trees and Shrubs Online (IDS)
Alnus firma,Yashabushi,Betulaceae,Alnus,6-7,H7,32.8,"Japan, South Korea",Woodland in mountainous areas.,,Data deficient (DD),https://www.treesandshrubsonline.org/articles/alnus/alnus-firma/,Trees and Shrubs Online (IDS)
Alnus formosana,Taiwan Alder,Betulaceae,Alnus,8a-11,H5,65.6,Taiwan,"Common on wet ground and along riverbanks in forests, forming pure or mixed stands. Near sea level to 2900 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-formosana/,Trees and Shrubs Online (IDS)
Alnus glutinosa,Common Alder,Betulaceae,Alnus,3-7,H7,114.8,"Albania, Algeria, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czechia, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Iran, Ireland, Italy, Kazakhstan, Latvia, Lithuania, Luxembourg, North Macedonia, Moldova, Monaco, Morocco, Netherlands, Norway, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, ","Wet soils, stream and lake sides, wet flushes, fens and damp woodlands. Common throughout most of its range to 1800 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-glutinosa/,Trees and Shrubs Online (IDS)
Alnus incana,Grey Alder,Betulaceae,Alnus,2-6,H7,82.0,"Albania, Armenia, Austria, Azerbaijan, Belarus, Bosnia and Herzegovina, Bulgaria, Croatia, Czechia, Estonia, Finland, France, Georgia, Germany, Greece, Hungary, Italy, Latvia, Liechtenstein, Lithuania, North Macedonia, Moldova, Montenegro, Netherlands, Norway, Poland, Romania, Russia, Serbia, Slovakia, Sweden, Switzerland, Türkiye, Ukraine","Forming dense thickets in damp ground, riparian habitats, bogs and swamps throughout its range, from lowlands to subalpine woods (100–3000 m asl).",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-incana/,Trees and Shrubs Online (IDS)
Alnus jorullensis,Mexican Alder,Betulaceae,Alnus,7-10,,65.6,"Guatemala, Mexico","Common at high elevations along the mountains of south-western Mexico. A colonising species encountered in a range of habitats including typically humid woodlands, stream edges and swamps to areas of open mixed oak-pine woodlands.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-jorullensis/,Trees and Shrubs Online (IDS)
Alnus lanata,,Betulaceae,Alnus,5-8,H7,65.6,China,Streamsides in forests; 1600–2300 m asl.,,Data deficient (DD),https://www.treesandshrubsonline.org/articles/alnus/alnus-lanata/,Trees and Shrubs Online (IDS)
Alnus lusitanica,,Betulaceae,Alnus,,,82.0,"Morocco, Portugal, Spain","Frequently flooded ash-alder woodland in riparian habitats, and in seepage and wetland forests in humid and warm areas across a broad elevational range.",,Data deficient (DD),https://www.treesandshrubsonline.org/articles/alnus/alnus-lusitanica/,Trees and Shrubs Online (IDS)
Alnus maritima,Seaside Alder,Betulaceae,Alnus,4-7,H5,32.8,United States,"Along edges of ponds, spring-fed swamps and small streams, often in standing water; 0–100 m asl.",,Critically endangered (CR),https://www.treesandshrubsonline.org/articles/alnus/alnus-maritima/,Trees and Shrubs Online (IDS)
Alnus matsumurae,,Betulaceae,Alnus,5-6,H7,55.8,Japan,Common in forests in high mountains.,,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-matsumurae/,Trees and Shrubs Online (IDS)
Alnus nepalensis,Nepalese Alder,Betulaceae,Alnus,8-11,,98.4,"Bangladesh, Bhutan, Myanmar, China, India, Nepal, Thailand, Vietnam","A pioneer of subtropical monsoon climates in temperate forests, in streambeds, riverbanks, ravines, village margins, landslips, forming pure or mixed stands; 200–3600 m asl. On moist well-drained soils including infertile soils.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-nepalensis/,Trees and Shrubs Online (IDS)
Alnus nitida,West Himalayan Alder,Betulaceae,Alnus,8b-9a,H4,98.4,"Afghanistan, India, Nepal, Pakistan","In temperate parts of the Himalayas at low elevations ( 1000–3000 m asl), on river banks and roadsides including as pure stands.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-nitida/,Trees and Shrubs Online (IDS)
Alnus oblongifolia,Arizona Alder,Betulaceae,Alnus,7,,,"Mexico, United States","Riparian habitats including sandy or rocky stream banks and moist slopes, often in mountain canyons, 1000–2300 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-oblongifolia/,Trees and Shrubs Online (IDS)
Alnus orientalis,Oriental Alder,Betulaceae,Alnus,9b,H3,82.0,"Cyprus, Iran, Italy, Lebanon, Syria, Türkiye","Often abundant in riverine habitats throughout its range, on wet, typically alluvial soils, from sea level to 1500 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-orientalis/,Trees and Shrubs Online (IDS)
Alnus pendula,Hime-yashibushi,Betulaceae,Alnus,5-6,H7,26.2,"Japan, North Korea, South Korea",Montane forest to 1500 m asl. Very common in northern Honshu on waste ground and by roadsides.,,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-pendula/,Trees and Shrubs Online (IDS)
Alnus rhombifolia,White Alder,Betulaceae,Alnus,6-9,H7,82.0,United States,"On rocky streambanks and adjacent slopes in the mediterranean climatic zone, 100–2400 m asl. It can be found on various soil types, but mostly on alluvial soils in gravelly or rocky ground.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-rhombifolia/,Trees and Shrubs Online (IDS)
Alnus rohlenae,,Betulaceae,Alnus,3-7,H7,114.8,"Albania, Greece, Montenegro, Serbia",Stream and riverine forests in mountain valleys and hardwood forests dominated by Fraxinus angustifolia and Platanus orientalis . Associated with frequently flooded alluvia close to the active channels of streams and rivers.,,Not evaluated (NE),https://www.treesandshrubsonline.org/articles/alnus/alnus-rohlenae/,Trees and Shrubs Online (IDS)
Alnus rubra,Red Alder,Betulaceae,Alnus,6-8,H7,91.9,"Canada, United States","On rocky, gravelly, sandy, or humus rich soils on stream banks and moist floodplains, lake shores, coasts, and open slopes, at elevations mostly below 300 m, but up to 750 m and exceptionally to 1000 m asl. Often with Acer, Sequoia, Pseudotsuga, Thuja, or Larix.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-rubra/,Trees and Shrubs Online (IDS)
Alnus serrulata,Smooth Alder,Betulaceae,Alnus,4-9,H5,32.8,"Canada, United States","Stream banks, ditches, edges of sloughs, swampy fields and bogs, and lakeshores. Sea level up to 800 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-serrulata/,Trees and Shrubs Online (IDS)
Alnus serrulatoides,Kawara-han-no-ki,Betulaceae,Alnus,,,16.4,Japan,"Riverine habitats, often in semi-shade.",,Data deficient (DD),https://www.treesandshrubsonline.org/articles/alnus/alnus-serrulatoides/,Trees and Shrubs Online (IDS)
Alnus sieboldiana,Oba-yashabushi,Betulaceae,Alnus,6-7,H7,,"Japan, South Korea","Lowlands and foothills, especially abundant near the sea.",,Data deficient (DD),https://www.treesandshrubsonline.org/articles/alnus/alnus-sieboldiana/,Trees and Shrubs Online (IDS)
Alnus trabeculosa,Sakuraba-han-no-ki,Betulaceae,Alnus,7-8,H5,,"China, Japan","Open swampy places, riverbanks, grassy swamps, in lowlands and hills (Japan) to edges of forests in mountain valleys, 200–1000 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/alnus/alnus-trabeculosa/,Trees and Shrubs Online (IDS)
Alnus × elliptica,,Betulaceae,Alnus,5-7,H6,,France,Marshy areas,,Not evaluated (NE),https://www.treesandshrubsonline.org/articles/alnus/alnus-x-elliptica/,Trees and Shrubs Online (IDS)
Aloysia citrodora,Lemon-scented Verbena,Verbenaceae,Aloysia,,,15,"Native of Chile; introduced in 1784. Near London this well-known shrub needs the protection of a wall, and is often grown in cold conservatories for the pleasant lemon-like scent of the leaves. In the Isle of Wight and the Channel Islands it becomes a large bush without any prote",,,,https://www.treesandshrubsonline.org/articles/aloysia/aloysia-citrodora/,Trees and Shrubs Online (IDS)
Amelanchier alnifolia,,Rosaceae,Amelanchier,,,,"native of North America from central Ontario and the Great Lakes west to Alaska, south to British Columbia and Oregon, but absent from the coastal ranges.",,,,https://www.treesandshrubsonline.org/articles/amelanchier/amelanchier-alnifolia/,Trees and Shrubs Online (IDS)
Amelanchier arborea,,Rosaceae,Amelanchier,,,30,"Native of the eastern and central United States from Maine to Florida and westward to Minnesota and Louisiana; owing to the confusion between this species and A. laevis the date of introduction is uncertain, but one or the other was introduced in 1746.",,,,https://www.treesandshrubsonline.org/articles/amelanchier/amelanchier-arborea/,Trees and Shrubs Online (IDS)
Amelanchier asiatica,,Rosaceae,Amelanchier,,,40,"Native of China, Korea, and Japan, introduced from the last-named country in 1865.",,,,https://www.treesandshrubsonline.org/articles/amelanchier/amelanchier-asiatica/,Trees and Shrubs Online (IDS)
Amelanchier canadensis,,Rosaceae,Amelanchier,,,,"Native of eastern N. America, usually found in bogs and swamps, and of alder-like habit.",,,,https://www.treesandshrubsonline.org/articles/amelanchier/amelanchier-canadensis/,Trees and Shrubs Online (IDS)
Amelanchier florida,,Rosaceae,Amelanchier,,,10,Native of western N. America from S.E. Alaska to W. Oregon and N.W. California; introduced by Douglas in 1826.,,,,https://www.treesandshrubsonline.org/articles/amelanchier/amelanchier-florida/,Trees and Shrubs Online (IDS)
Amelanchier laevis,,Rosaceae,Amelanchier,,,,hybrid between A. laevis and A. arborea of which there are two forms in cultivation.,,,,https://www.treesandshrubsonline.org/articles/amelanchier/amelanchier-laevis/,Trees and Shrubs Online (IDS)
Amelanchier rotundifolia,,Rosaceae,Amelanchier,,,,"Native of the mountains of southern and central Europe, north-west Africa, Asia Minor, the Lebanon, the Crimea and the Caucasus; of unrecorded introduction, but in cultivation in Britain by early in the 18th century.",,,,https://www.treesandshrubsonline.org/articles/amelanchier/amelanchier-rotundifolia/,Trees and Shrubs Online (IDS)
Amelanchier × spicata,,Rosaceae,Amelanchier,,,12,"hybrid between A. canadensis ( oblongifolia ) and A. stolonifera , between which it is intermediate in stature.",,,,https://www.treesandshrubsonline.org/articles/amelanchier/amelanchier-x-spicata/,Trees and Shrubs Online (IDS)
Amentotaxus argotaenia,,Taxaceae,Amentotaxus,"9–10. Conservation status Vulnerable. Illustration Luu & Thomas 2004; NT147, NT148. Cross-reference K50.",,,"CHINA: Fujian, Gansu, Guangdong, Guangxi, Guizhou, western Hubei, Hunan, Jiangsu, Jiangxi, Sichuan, Taiwan, Xizang, Zhejiang; VIETNAM. Habitat Wet rocky sites in forest. USDA Hardiness Zone 9–10. Conservation status Vulnerable. Illustration Luu & Thomas 2004; NT147, NT148. Cross-reference K50.","Wet rocky sites in forest. USDA Hardiness Zone 9–10. Conservation status Vulnerable. Illustration Luu & Thomas 2004; NT147, NT148. Cross-reference K50.",,"Vulnerable. Illustration Luu & Thomas 2004; NT147, NT148. Cross-reference K50.",https://www.treesandshrubsonline.org/articles/amentotaxus/amentotaxus-argotaenia/,Trees and Shrubs Online (IDS)
Amomyrtus luma,,Myrtaceae,Amomyrtus,,,8,Native of Chile from 36° to 46° 30′ S.; introduced by H. Comber during his Andean expedition 1925–7 under field number C.1038.,,,,https://www.treesandshrubsonline.org/articles/amomyrtus/amomyrtus-luma/,Trees and Shrubs Online (IDS)
Amorpha nana,,Fabaceae,Amorpha,,,,Native of eastern and central N. America; introduced in 1811.,,,,https://www.treesandshrubsonline.org/articles/amorpha/amorpha-nana/,Trees and Shrubs Online (IDS)
Ampelopsis aconitifolia,,Vitaceae,Ampelopsis,,,,"Native of China. Of the vines with compound leaves and deeply cut leaflets this is the hardiest and most luxuriant in growth. It can be trained up a tall post, which it will soon cover with a beautiful tangle. There has been some confusion in gardens between this species and A .",,,,https://www.treesandshrubsonline.org/articles/ampelopsis/ampelopsis-aconitifolia/,Trees and Shrubs Online (IDS)
Ampelopsis bodinieri,,Vitaceae,Ampelopsis,,,19.7,"Native of Hupeh and Szechwan, China; introduced by Wilson in 1900 to Veitch’s Coombe Wood nursery.",,,,https://www.treesandshrubsonline.org/articles/ampelopsis/ampelopsis-bodinieri/,Trees and Shrubs Online (IDS)
Ampelopsis delavayana,,Vitaceae,Ampelopsis,,,,Native of W. China. Contact the editors at,,,,https://www.treesandshrubsonline.org/articles/ampelopsis/ampelopsis-delavayana/,Trees and Shrubs Online (IDS)
Ampelopsis glandulosa,,Vitaceae,Ampelopsis,,,,,,,,https://www.treesandshrubsonline.org/articles/ampelopsis/ampelopsis-glandulosa/,Trees and Shrubs Online (IDS)
Ampelopsis orientalis,,Vitaceae,Ampelopsis,,,,"Native of Asia Minor, Syria, etc., up to 5,000 ft on the mountains; introduced in 1818.",,,,https://www.treesandshrubsonline.org/articles/ampelopsis/ampelopsis-orientalis/,Trees and Shrubs Online (IDS)
Ampelopsis vitifolia,,Vitaceae,Ampelopsis,,,,"native of S.W. Asia from Persia to Kashmir, allied to A. bodinieri , but differing in the absence of tendrils and other characters.",,,,https://www.treesandshrubsonline.org/articles/ampelopsis/ampelopsis-vitifolia/,Trees and Shrubs Online (IDS)
Andromeda polifolia,Bog Rosemary,Ericaceae,Andromeda,,,,"Native of the colder parts of the northern hemisphere, mostly confined to mountains in the southern part of its range and found most commonly in peat or sphagnum bogs.",,,,https://www.treesandshrubsonline.org/articles/andromeda/andromeda-polifolia/,Trees and Shrubs Online (IDS)
Anopterus glandulosa,,Escalloniaceae,Anopterus,,,40,Native of Tasmania; introduced to Kew about 1840.,,,,https://www.treesandshrubsonline.org/articles/anopterus/anopterus-glandulosa/,Trees and Shrubs Online (IDS)
